GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED,season,group_size
Lineups,-203114-1642273-,K. Middleton - K. George,1610612764,WAS,27,7,20,0.259,522.0,110.6,110.2,119.7,120.0,-9.1,-9.8,0.646,1.99,19.0,0.268,0.696,0.479,0.133,0.544,0.571,103.4,103.47,86.23,1125,0.451,1225,1895,4234,3547,498,2176,3888,3297,2132,1440,1452,3354,2238,3189,1735,1987,2351,2257,3202,1564960,2025-26,2
Lineups,-203999-1642461-,N. Jokić - S. Jones,1610612743,DEN,33,19,14,0.576,522.0,128.2,128.6,114.7,115.9,13.4,12.7,0.672,2.41,21.4,0.304,0.73,0.528,0.127,0.625,0.659,102.3,101.68,84.73,1103,0.562,880,691,3608,1696,496,264,3351,769,1557,540,421,2402,1204,1156,1361,366,343,2993,859,1566390,2025-26,2
Lineups,-1630530-1642274-,T. Murphy III - Y. Missi,1610612740,NOP,44,11,33,0.25,522.0,115.2,114.5,112.4,113.1,2.8,1.3,0.616,1.8,18.0,0.369,0.687,0.523,0.145,0.541,0.573,100.6,100.58,83.81,1099,0.506,366,1391,4743,3558,497,1352,2858,1910,2805,2084,2206,952,2567,1303,2564,2089,2263,3448,1939,1566330,2025-26,2
Lineups,-1629631-1642281-,D. Hunter - J. Tyson,1610612739,CLE,38,21,17,0.553,520.0,114.9,115.3,117.3,116.6,-2.4,-1.3,0.67,1.98,19.5,0.321,0.711,0.508,0.141,0.548,0.583,104.4,104.56,87.13,1132,0.491,621,557,3953,1877,499,1208,3456,2293,1584,1464,1174,1941,1722,1846,2297,1824,1863,1768,2324,1561065,2025-26,2
Lineups,-1629640-1630170-,K. Johnson - D. Vassell,1610612759,SAS,47,36,11,0.766,520.0,116.7,114.6,108.6,108.4,8.1,6.2,0.632,2.1,18.9,0.328,0.691,0.516,0.128,0.558,0.587,102.3,103.33,86.11,1123,0.545,252,41,3208,532,500,1323,1928,1365,2436,1069,1533,1757,2419,1550,1426,1470,1686,2307,1099,1560795,2025-26,2
Lineups,-1628392-1629652-,I. Hartenstein - L. Dort,1610612760,OKC,30,24,6,0.8,519.0,115.5,116.2,108.2,107.9,7.3,8.2,0.59,1.94,18.2,0.324,0.694,0.514,0.133,0.55,0.584,100.5,100.29,83.58,1083,0.554,1048,404,2347,436,503,1077,1823,1138,3374,1593,2009,1850,2314,1621,1724,1740,1804,3535,956,1555675,2025-26,2
Lineups,-203903-1626157-,J. Clarkson - K. Towns,1610612752,NYK,44,28,16,0.636,519.0,109.4,110.1,110.5,110.8,-1.1,-0.7,0.624,1.65,17.7,0.309,0.729,0.513,0.15,0.521,0.564,102.1,101.62,84.69,1095,0.489,366,243,3858,1221,502,2187,2396,2211,2647,2590,2443,2272,1211,1658,2828,2886,2670,3020,2372,1556560,2025-26,2
Lineups,-2544-1629060-,L. James - R. Hachimura,1610612747,LAL,33,22,11,0.667,519.0,113.0,110.9,114.6,114.9,-1.6,-4.0,0.624,1.76,18.6,0.271,0.681,0.481,0.145,0.567,0.602,101.5,102.38,85.32,1111,0.48,880,502,3208,903,501,2046,3185,2627,2655,2192,1733,3269,2767,3087,2577,1151,1160,2680,2582,1557730,2025-26,2
Lineups,-1628374-1641729-,L. Markkanen - B. Sensabaugh,1610612762,UTA,41,16,25,0.39,518.0,113.2,113.9,115.1,112.3,-1.9,1.5,0.738,1.97,20.8,0.309,0.705,0.508,0.152,0.551,0.595,105.1,106.03,88.36,1137,0.508,489,868,4546,2927,504,1462,2712,1881,638,1512,578,2262,1945,1859,2965,1726,1383,1228,1887,1552985,2025-26,2
Lineups,-1628389-1631323-,B. Adebayo - S. Fontecchio,1610612748,MIA,42,21,21,0.5,517.0,118.9,117.2,102.7,101.2,16.2,16.0,0.676,2.21,19.0,0.333,0.743,0.535,0.124,0.544,0.588,102.6,104.17,86.81,1125,0.575,449,557,4307,2120,506,917,993,598,1491,857,1447,1686,978,957,1216,1966,1651,1935,683,1551035,2025-26,2
Lineups,-1630533-1630549-,Z. Williams - D. Sharpe,1610612751,BKN,41,11,30,0.268,517.0,102.8,103.9,109.6,108.0,-6.7,-4.1,0.638,1.21,17.0,0.354,0.676,0.507,0.198,0.524,0.558,100.5,100.73,83.94,1080,0.447,489,1391,4698,3510,505,3203,1830,2645,2307,3795,2973,1164,2915,1903,4213,2780,2873,3382,3247,1552450,2025-26,2
Lineups,-1627751-1630567-,J. Poeltl - S. Barnes,1610612761,TOR,26,15,11,0.577,516.0,113.0,113.2,114.3,114.7,-1.3,-1.4,0.641,1.87,19.4,0.326,0.714,0.517,0.149,0.554,0.588,102.2,101.93,84.94,1095,0.493,1290,955,3208,1684,507,1598,3151,2312,2231,1836,1196,1810,1587,1493,2786,1585,1655,2893,2255,1549025,2025-26,2
Lineups,-1641737-1642845-,A. Bona - V. Edgecombe,1610612755,PHI,50,28,22,0.56,515.0,111.3,111.4,111.2,112.6,0.1,-1.2,0.55,1.54,15.6,0.327,0.647,0.483,0.14,0.523,0.567,103.3,102.52,85.43,1092,0.475,167,243,4385,1811,509,1933,2766,2282,3952,2946,3729,1796,3647,3004,2199,2819,2530,2607,2688,1545130,2025-26,2
Lineups,-1641717-1642349-,C. Wallace - A. Mitchell,1610612760,OKC,40,34,6,0.85,515.0,113.0,112.2,98.7,97.9,14.3,14.3,0.589,1.91,17.9,0.258,0.696,0.49,0.127,0.547,0.586,103.5,104.25,86.88,1115,0.589,533,71,2347,387,510,1802,725,669,3389,1695,2311,3579,2239,2721,1379,1844,1742,1901,578,1544240,2025-26,2
Lineups,-1626162-1629656-,K. Oubre Jr. - Q. Grimes,1610612755,PHI,34,19,15,0.559,515.0,113.1,112.6,110.2,110.9,2.9,1.7,0.586,1.65,16.6,0.316,0.659,0.495,0.139,0.531,0.581,103.2,103.16,85.97,1102,0.51,823,691,3733,1821,508,1718,2423,1860,3461,2594,3253,2058,3416,2508,2110,2525,1939,2370,1845,1545255,2025-26,2
Lineups,-1628983-1630198-,S. Gilgeous-Alexander - I. Joe,1610612760,OKC,41,32,9,0.78,514.0,123.8,122.9,109.2,108.4,14.6,14.5,0.561,2.34,17.4,0.24,0.665,0.463,0.1,0.59,0.635,104.7,105.47,87.89,1135,0.566,489,120,2910,500,511,448,1919,656,3844,630,2661,3896,3273,3708,544,707,536,1412,787,1542135,2025-26,2
Lineups,-201572-1628381-,B. Lopez - J. Collins,1610612746,LAC,45,23,22,0.511,511.0,111.0,110.2,112.7,113.2,-1.7,-3.1,0.618,1.6,17.8,0.238,0.685,0.466,0.151,0.545,0.593,97.6,97.7,81.42,1043,0.49,324,433,4385,2113,513,2183,2873,2526,2767,2756,2317,3922,2629,3609,2874,1954,1463,4211,2353,1532075,2025-26,2
Lineups,-1628415-1630692-,D. Brooks - J. Goodwin,1610612756,PHX,44,26,18,0.591,511.0,115.2,113.9,108.1,109.4,7.1,4.5,0.482,1.52,14.6,0.339,0.664,0.498,0.132,0.53,0.572,101.5,101.46,84.55,1072,0.519,366,323,4066,1598,512,1461,2106,1541,4399,2996,4011,1427,3297,2413,1633,2538,2333,3100,1636,1532160,2025-26,2
Lineups,-1628989-1641824-,K. Huerter - M. Buzelis,1610612741,CHI,43,23,20,0.535,509.0,112.2,110.6,108.1,106.4,4.1,4.2,0.679,1.92,20.3,0.252,0.734,0.507,0.148,0.566,0.594,104.8,106.4,88.67,1130,0.527,409,433,4234,1984,514,2101,1583,1578,1442,1669,759,3684,1111,1884,2730,1187,1404,1114,1473,1526595,2025-26,2
Lineups,-1642347-1642867-,J. Shead - C. Murray-Boyles,1610612761,TOR,47,25,22,0.532,508.0,109.0,108.0,109.1,108.0,-0.2,0.0,0.725,2.1,19.7,0.331,0.677,0.496,0.138,0.52,0.552,99.7,100.64,83.87,1061,0.502,252,359,4385,2005,515,2591,1845,2124,774,1070,1023,1706,2893,2487,2019,2918,3074,3428,2027,1524585,2025-26,2
Lineups,-1626164-1628960-,D. Booker - G. Allen,1610612756,PHX,25,15,10,0.6,507.0,117.3,116.9,110.4,109.9,6.9,7.0,0.631,1.86,18.0,0.33,0.651,0.49,0.137,0.55,0.598,102.0,102.37,85.31,1089,0.539,1354,955,3072,1471,519,966,2193,1272,2454,1859,2183,1720,3572,2707,1983,1756,1301,2682,1212,1519920,2025-26,2
Lineups,-1629731-1642281-,D. Wade - J. Tyson,1610612739,CLE,42,25,17,0.595,507.0,117.5,117.9,106.2,107.5,11.4,10.4,0.66,2.25,19.9,0.328,0.696,0.513,0.128,0.555,0.589,103.3,102.44,85.37,1070,0.559,449,359,3953,1580,518,820,1751,938,1889,783,948,1757,2228,1657,1412,1569,1601,2645,888,1520275,2025-26,2
Lineups,-1641711-1642347-,G. Dick - J. Shead,1610612761,TOR,56,33,23,0.589,507.0,113.7,113.8,106.6,106.3,7.1,7.5,0.729,2.17,21.0,0.333,0.629,0.475,0.141,0.546,0.583,104.0,104.13,86.77,1110,0.554,47,91,4442,1613,516,1487,1566,1213,716,927,522,1687,3936,3335,2305,1890,1868,1953,953,1521910,2025-26,2
Lineups,-202685-203501-,J. Valančiūnas - T. Hardaway Jr.,1610612743,DEN,49,30,19,0.612,507.0,115.8,114.9,118.7,117.4,-2.9,-2.5,0.596,1.81,18.1,0.279,0.728,0.515,0.138,0.558,0.598,98.2,99.12,82.6,1044,0.492,190,176,4157,1421,517,1259,3594,2460,3259,2026,2098,3063,1239,1579,2039,1468,1299,3901,2297,1521120,2025-26,2
Lineups,-1630174-1641716-,A. Nesmith - J. Walker,1610612754,IND,33,8,25,0.242,506.0,106.1,106.5,115.3,116.6,-9.2,-10.1,0.702,1.96,18.9,0.276,0.711,0.48,0.135,0.516,0.554,106.0,105.2,87.66,1112,0.447,880,1742,4546,3685,521,2845,3468,3334,1101,1527,1537,3134,1716,3131,1858,3024,3024,1503,3254,1518755,2025-26,2
Lineups,-1628989-1630245-,K. Huerter - A. Dosunmu,1610612741,CHI,40,21,19,0.525,506.0,110.0,109.2,114.9,114.1,-4.9,-4.9,0.702,1.96,19.7,0.289,0.728,0.507,0.144,0.538,0.57,103.5,104.25,86.88,1101,0.482,533,557,4157,2046,520,2390,3043,2755,1092,1540,1021,2814,1246,1886,2500,2203,2406,1900,2527,1519375,2025-26,2
Lineups,-1628436-1642264-,L. Kornet - S. Castle,1610612759,SAS,40,28,12,0.7,506.0,108.1,106.5,108.7,107.8,-0.7,-1.3,0.66,1.62,18.2,0.309,0.728,0.52,0.158,0.527,0.561,104.3,105.49,87.91,1106,0.484,533,243,3347,801,523,2838,1798,2292,1885,2700,2088,2265,1247,1378,3276,2663,2777,1403,2480,1517315,2025-26,2
Lineups,-1630202-1630568-,P. Pritchard - L. Garza,1610612738,BOS,49,32,17,0.653,506.0,117.8,118.0,118.8,117.1,-1.0,0.9,0.536,1.78,16.3,0.381,0.722,0.542,0.132,0.545,0.569,96.9,97.5,81.25,1025,0.472,190,120,3953,1117,522,818,3546,1963,4068,2138,3409,775,1416,836,1644,1942,2433,4234,2739,1518335,2025-26,2
Lineups,-1629637-1631222-,J. Hayes - J. LaRavia,1610612747,LAL,51,32,19,0.627,505.0,112.7,111.4,113.2,112.5,-0.5,-1.1,0.597,1.64,16.8,0.321,0.712,0.514,0.142,0.536,0.578,101.5,102.39,85.32,1081,0.499,140,120,4157,1295,525,1947,2732,2275,3247,2608,3064,1944,1711,1629,2371,2281,2055,2675,2112,1514010,2025-26,2
Lineups,-2544-1630559-,L. James - A. Reaves,1610612747,LAL,22,14,8,0.636,505.0,111.3,110.8,112.1,111.6,-0.8,-0.8,0.624,1.69,18.9,0.241,0.714,0.487,0.152,0.572,0.606,100.8,101.24,84.37,1065,0.497,1551,1063,2743,1221,524,2066,2571,2237,2657,2439,1518,3879,1656,2867,2962,1011,1050,3172,2176,1515545,2025-26,2
Lineups,-1626171-1629018-,B. Portis - G. Trent Jr.,1610612749,MIL,45,17,28,0.378,504.0,106.4,104.6,120.3,120.1,-13.9,-15.5,0.639,1.71,18.4,0.277,0.699,0.487,0.149,0.54,0.565,98.6,99.52,82.93,1047,0.428,324,795,4661,2967,530,3119,3895,3778,2285,2375,1856,3108,2158,2865,2793,2111,2632,3789,3570,1510605,2025-26,2
Lineups,-201942-1628370-,D. DeRozan - M. Monk,1610612758,SAC,47,13,34,0.277,504.0,110.3,108.9,118.6,116.9,-8.3,-8.0,0.632,2.02,18.2,0.233,0.637,0.442,0.122,0.535,0.581,103.2,104.64,87.2,1102,0.472,252,1169,4752,3477,526,2449,3528,3106,2437,1238,1999,3981,3817,4079,1108,2304,1942,1744,2734,1512395,2025-26,2
Lineups,-1629655-1630230-,D. Gafford - N. Marshall,1610612742,DAL,41,10,31,0.244,504.0,105.2,103.0,112.7,111.2,-7.5,-8.1,0.572,1.46,16.0,0.278,0.695,0.492,0.148,0.52,0.557,104.2,105.97,88.31,1116,0.463,489,1499,4721,3681,528,3312,2475,3126,3659,3177,3530,3090,2272,2642,2735,2915,2900,1245,2939,1511750,2025-26,2
Lineups,-203954-1631230-,J. Embiid - D. Barlow,1610612755,PHI,28,19,9,0.679,504.0,118.6,118.4,110.7,110.9,7.9,7.5,0.631,2.33,19.4,0.257,0.683,0.477,0.116,0.561,0.6,100.8,100.76,83.96,1052,0.537,1159,691,2910,878,529,767,2431,1207,2453,659,1227,3606,2695,3246,897,1355,1201,3369,1255,1510635,2025-26,2
Lineups,-1630163-1641750-,L. Ball - R. Kalkbrenner,1610612766,CHA,42,25,17,0.595,504.0,113.7,114.5,116.2,115.1,-2.5,-0.6,0.635,1.59,18.1,0.338,0.751,0.54,0.162,0.551,0.588,104.0,104.11,86.76,1095,0.495,449,359,3953,1580,527,1335,3236,2205,2368,2766,2101,1449,810,875,3391,1699,1639,1962,2221,1511755,2025-26,2
Lineups,-1630692-1642346-,J. Goodwin - R. Dunn,1610612756,PHX,45,28,17,0.622,503.0,114.0,113.8,106.1,104.8,7.9,9.0,0.645,1.71,18.8,0.366,0.698,0.525,0.16,0.555,0.575,98.7,99.32,82.77,1029,0.522,324,243,3953,1354,531,1479,1356,1077,2143,2379,1620,992,2191,1224,3350,1572,2208,3848,1566,1509970,2025-26,2
Lineups,-201950-203924-,J. Holiday - J. Grant,1610612757,POR,31,15,16,0.484,501.0,116.5,116.4,115.7,114.0,0.8,2.4,0.608,1.66,17.9,0.338,0.661,0.495,0.152,0.564,0.597,104.0,104.84,87.37,1092,0.502,993,955,3858,2504,532,1046,3016,1768,2992,2579,2296,1458,3354,2529,2959,1250,1322,1651,2046,1501900,2025-26,2
Lineups,-1630198-1641717-,I. Joe - C. Wallace,1610612760,OKC,51,39,12,0.765,500.0,110.7,109.7,106.9,106.2,3.8,3.4,0.622,2.05,17.3,0.27,0.695,0.471,0.116,0.523,0.566,103.1,103.92,86.6,1094,0.525,140,9,3347,535,533,2293,1550,1660,2692,1176,2735,3301,2294,3446,902,2811,2594,2068,1500,1501395,2025-26,2
Lineups,-1642267-1642860-,B. Carrington - W. Riley,1610612764,WAS,48,13,35,0.271,499.0,102.6,103.0,120.1,118.8,-17.5,-15.8,0.617,1.53,16.8,0.314,0.661,0.477,0.153,0.493,0.531,103.5,103.86,86.55,1081,0.405,218,1169,4763,3498,534,3324,3746,3800,2788,2951,3091,2101,3369,3269,2989,3641,3603,2090,3841,1498100,2025-26,2
Lineups,-1626164-1642345-,D. Booker - O. Ighodaro,1610612756,PHX,44,28,16,0.636,498.0,117.1,116.3,109.5,108.2,7.6,8.2,0.599,1.83,17.7,0.359,0.672,0.512,0.138,0.552,0.585,99.4,100.35,83.63,1041,0.532,366,243,3858,1221,535,1052,1862,1141,3210,1979,2445,1097,3008,1695,2075,1647,1770,3512,1361,1494455,2025-26,2
Lineups,-1641764-1642366-,B. Podziemski - Q. Post,1610612744,GSW,55,28,27,0.509,497.0,104.4,103.7,106.7,103.1,-2.3,0.6,0.651,1.59,17.2,0.309,0.698,0.498,0.152,0.494,0.535,100.9,102.99,85.83,1066,0.489,61,243,4631,2117,536,3230,1159,2004,2036,2788,2845,2252,2184,2410,2957,3626,3542,2435,2369,1490465,2025-26,2
Lineups,-202710-1642366-,J. Butler III - Q. Post,1610612744,GSW,38,23,15,0.605,496.0,115.9,115.5,107.9,107.3,8.0,8.1,0.705,2.16,20.3,0.277,0.706,0.499,0.133,0.561,0.601,101.4,101.85,84.88,1055,0.546,621,433,3733,1460,539,1189,1717,1148,1053,946,764,3118,1924,2376,1706,1360,1194,2924,1086,1487335,2025-26,2
Lineups,-203924-1631101-,J. Grant - S. Sharpe,1610612757,POR,32,13,19,0.406,496.0,113.3,114.3,119.2,119.0,-6.0,-4.7,0.545,1.37,15.4,0.348,0.651,0.498,0.154,0.536,0.584,106.9,106.5,88.75,1098,0.458,939,1169,4157,2828,537,1385,3766,2725,4003,3435,3823,1276,3572,2391,3071,2262,1811,1093,3033,1489340,2025-26,2
Lineups,-1629652-1630598-,L. Dort - A. Wiggins,1610612760,OKC,41,31,10,0.756,496.0,111.1,109.9,107.5,106.1,3.5,3.8,0.601,1.78,17.5,0.269,0.676,0.481,0.135,0.53,0.571,100.1,101.26,84.38,1040,0.52,489,145,3072,550,538,2248,1532,1617,3110,2137,2605,3323,2920,3106,1845,2545,2347,3165,1589,1487500,2025-26,2
Lineups,-1626220-1630692-,R. O'Neale - J. Goodwin,1610612756,PHX,49,30,19,0.612,496.0,109.5,107.7,115.5,112.8,-6.0,-5.1,0.57,1.53,15.9,0.345,0.641,0.484,0.145,0.517,0.552,99.3,101.35,84.46,1051,0.459,190,176,4157,1421,540,2640,2795,2779,3734,2957,3620,1324,3758,2999,2563,2981,3089,3132,3019,1486875,2025-26,2
Lineups,-1631170-1641796-,J. Jaquez Jr. - P. Larsson,1610612748,MIA,44,26,18,0.591,495.0,112.3,110.1,108.9,108.6,3.5,1.5,0.627,1.98,18.8,0.285,0.704,0.502,0.133,0.545,0.578,106.1,107.33,89.44,1107,0.522,366,323,4066,1598,541,2190,1960,1886,2559,1467,1584,2950,1992,2083,1712,1907,2069,890,1555,1483845,2025-26,2
Lineups,-1630549-1642874-,D. Sharpe - D. Wolf,1610612751,BKN,45,12,33,0.267,493.0,105.1,104.7,111.8,109.4,-6.7,-4.7,0.642,1.39,17.4,0.359,0.672,0.506,0.179,0.515,0.549,98.3,99.54,82.95,1015,0.445,324,1274,4743,3516,542,3102,2114,2726,2223,3395,2664,1087,3018,1933,3929,3058,3167,3786,3283,1477810,2025-26,2
Lineups,-1642843-1642948-,C. Flagg - R. Nembhard,1610612742,DAL,33,13,20,0.394,492.0,109.7,110.2,111.1,112.0,-1.4,-1.8,0.637,2.0,19.7,0.275,0.721,0.508,0.138,0.55,0.576,101.0,100.42,83.68,1037,0.502,880,1169,4234,2924,543,2177,2650,2377,2320,1275,1081,3167,1425,1837,2038,1733,2130,3495,2025,1476335,2025-26,2
Lineups,-1641706-1642883-,B. Miller - S. James,1610612766,CHA,46,29,17,0.63,489.0,106.9,107.1,108.8,107.1,-1.9,-0.1,0.615,1.37,15.6,0.35,0.723,0.535,0.158,0.501,0.556,100.1,100.75,83.96,1018,0.483,291,210,3953,1282,546,2755,1693,2131,2851,3450,3742,1229,1384,982,3273,3366,2944,3376,2505,1467185,2025-26,2
Lineups,-1629018-1631260-,G. Trent Jr. - A. Green,1610612749,MIL,38,16,22,0.421,489.0,107.4,107.0,119.2,119.7,-11.7,-12.7,0.621,1.65,18.0,0.228,0.663,0.444,0.148,0.561,0.58,102.2,102.22,85.19,1043,0.42,621,868,4385,2777,547,2768,3838,3557,2719,2593,2178,4035,3319,4066,2723,1365,1970,2754,3680,1465750,2025-26,2
Lineups,-1630643-1641767-,J. Huff - B. Sheppard,1610612754,IND,48,12,36,0.25,489.0,104.7,104.1,113.1,110.8,-8.4,-6.7,0.673,1.76,18.7,0.244,0.72,0.478,0.147,0.525,0.555,104.6,106.05,88.38,1078,0.46,218,1274,4771,3558,544,3182,2394,2966,1546,2207,1670,3856,1473,3225,2669,2747,2990,1221,2998,1467780,2025-26,2
Lineups,-1630202-1642864-,P. Pritchard - H. González,1610612738,BOS,54,36,18,0.667,489.0,118.9,120.2,107.1,106.1,11.8,14.1,0.549,2.14,17.5,0.372,0.704,0.539,0.118,0.558,0.582,96.6,96.55,80.46,981,0.562,75,41,4066,903,545,597,1531,684,3966,994,2576,909,1969,891,989,1451,1894,4360,854,1467630,2025-26,2
Lineups,-1628969-1629013-,M. Bridges - L. Shamet,1610612752,NYK,38,24,14,0.632,488.0,116.5,115.2,110.2,109.2,6.3,6.0,0.641,2.26,18.8,0.293,0.697,0.497,0.117,0.55,0.588,101.0,102.02,85.02,1024,0.528,621,404,3608,1272,549,1214,2081,1386,2245,749,1595,2695,2221,2458,950,1761,1647,2853,1453,1463015,2025-26,2
Lineups,-1629638-1631243-,N. Alexander-Walker - M. Gueye,1610612737,ATL,53,25,28,0.472,488.0,112.8,111.0,111.0,109.7,1.8,1.2,0.68,2.09,19.1,0.312,0.675,0.495,0.129,0.543,0.579,103.5,104.96,87.47,1066,0.517,94,359,4661,2560,548,2028,2174,1926,1425,1075,1403,2179,2943,2515,1507,2006,2016,1594,1661,1463190,2025-26,2
Lineups,-1628991-1631246-,J. Jackson Jr. - V. Williams Jr.,1610612763,MEM,31,12,19,0.387,486.0,103.5,103.2,106.5,107.4,-3.0,-4.2,0.699,1.77,18.5,0.311,0.694,0.507,0.148,0.506,0.541,103.0,102.66,85.55,1039,0.499,993,1274,4157,2935,551,3290,1734,2669,1155,2184,1779,2191,2343,1896,2761,3292,3389,2553,2127,1456700,2025-26,2
Lineups,-1630591-1631094-,J. Suggs - P. Banchero,1610612753,ORL,29,14,15,0.483,486.0,113.3,113.3,105.6,105.6,7.7,7.7,0.699,2.03,20.4,0.228,0.727,0.481,0.138,0.565,0.609,105.3,105.33,87.77,1068,0.547,1108,1063,3733,2508,550,1590,1457,1188,1164,1210,721,4032,1289,3096,2021,1214,962,1457,1077,1456715,2025-26,2
Lineups,-1641764-1642954-,B. Podziemski - W. Richard,1610612744,GSW,52,29,23,0.558,485.0,107.2,106.4,106.4,104.6,0.8,1.9,0.676,1.71,17.8,0.299,0.725,0.504,0.146,0.52,0.558,102.7,103.93,86.6,1056,0.504,115,210,4442,1824,553,2850,1323,1841,1494,2383,2366,2537,1315,1998,2619,2910,2893,2065,1991,1456275,2025-26,2
Lineups,-1628436-1642844-,L. Kornet - D. Harper,1610612759,SAS,43,32,11,0.744,485.0,109.6,109.4,110.9,110.3,-1.3,-0.9,0.63,1.81,18.1,0.346,0.708,0.527,0.144,0.519,0.552,102.3,102.68,85.56,1036,0.487,409,120,3208,648,552,2359,2295,2247,2486,2044,2127,1299,1841,1171,2516,2926,3100,2546,2422,1456450,2025-26,2
Lineups,-1628963-1642267-,M. Bagley III - B. Carrington,1610612764,WAS,37,10,27,0.27,485.0,110.9,110.4,117.1,116.8,-6.2,-6.4,0.592,1.55,17.3,0.341,0.7,0.521,0.156,0.542,0.573,103.3,103.62,86.35,1049,0.457,681,1499,4631,3500,555,2144,3513,2926,3330,2908,2777,1403,2095,1373,3194,2061,2277,2186,3056,1454315,2025-26,2
Lineups,-1630172-1630245-,P. Williams - A. Dosunmu,1610612741,CHI,41,17,24,0.415,485.0,104.1,104.2,116.0,113.9,-11.9,-9.7,0.65,1.64,17.9,0.27,0.728,0.493,0.151,0.517,0.552,105.3,106.23,88.53,1073,0.443,489,795,4498,2811,554,3168,2991,3283,2053,2639,2276,3296,1242,2590,2904,2972,3077,1166,3332,1455160,2025-26,2
Lineups,-203468-1642267-,C. McCollum - B. Carrington,1610612764,WAS,33,10,23,0.303,483.0,107.7,106.7,120.9,120.3,-13.2,-13.6,0.602,1.65,17.4,0.267,0.655,0.467,0.143,0.53,0.562,104.4,105.19,87.66,1062,0.43,880,1499,4442,3345,556,2807,3910,3632,3104,2591,2699,3358,3509,3567,2470,2540,2729,1506,3546,1448380,2025-26,2
Lineups,-1642266-1642347-,J. Walter - J. Shead,1610612761,TOR,50,30,20,0.6,483.0,105.2,104.5,107.0,105.9,-1.9,-1.5,0.728,1.94,19.0,0.293,0.681,0.474,0.139,0.499,0.544,102.3,103.22,86.01,1031,0.486,167,176,4234,1471,557,3133,1517,2320,720,1574,1493,2693,2754,3356,2102,3567,3318,2351,2456,1448160,2025-26,2
Lineups,-203468-1641731-,C. McCollum - B. Coulibaly,1610612764,WAS,21,7,14,0.333,482.0,110.2,111.8,114.5,116.7,-4.3,-4.9,0.588,1.77,17.5,0.274,0.688,0.481,0.136,0.53,0.565,104.3,102.51,85.42,1028,0.464,1617,1895,3608,3080,559,1879,3507,2757,3431,2167,2602,3180,2514,3086,1940,2537,2620,2610,2924,1444815,2025-26,2
Lineups,-1628401-1642864-,D. White - H. González,1610612738,BOS,55,36,19,0.655,482.0,121.8,121.1,93.5,92.4,28.3,28.6,0.586,2.24,18.2,0.36,0.721,0.547,0.117,0.573,0.602,98.6,99.42,82.85,991,0.651,61,41,4157,1106,558,535,506,312,3471,790,2003,1080,1423,721,946,995,1159,3821,340,1446200,2025-26,2
Lineups,-1630572-1641711-,S. Mamukelashvili - G. Dick,1610612761,TOR,56,32,24,0.571,481.0,112.2,112.6,105.3,104.0,6.9,8.6,0.713,2.3,20.6,0.302,0.667,0.479,0.129,0.54,0.576,104.0,104.4,87.0,1053,0.559,47,120,4498,1705,562,1715,1266,1107,932,688,623,2446,3103,3194,1481,2136,2133,1845,885,1442080,2025-26,2
Lineups,-1630241-1630596-,S. Merrill - E. Mobley,1610612739,CLE,27,17,10,0.63,481.0,115.0,115.3,108.9,109.1,6.1,6.3,0.676,1.96,19.7,0.268,0.675,0.477,0.141,0.568,0.602,104.2,104.01,86.67,1036,0.524,1225,795,3072,1284,561,1203,2042,1358,1493,1531,1036,3336,2930,3263,2273,1138,1142,2026,1532,1443360,2025-26,2
Lineups,-1631106-1642263-,T. Eason - R. Sheppard,1610612745,HOU,38,24,14,0.632,481.0,114.5,114.0,115.8,113.7,-1.3,0.4,0.572,1.66,17.4,0.371,0.698,0.532,0.15,0.547,0.572,99.9,101.01,84.17,1018,0.502,621,404,3608,1272,560,1435,2957,2030,3661,2568,2668,923,2196,1034,2863,1864,2294,3272,2039,1444195,2025-26,2
Lineups,-203083-1629656-,A. Drummond - Q. Grimes,1610612755,PHI,42,22,20,0.524,480.0,106.1,106.4,113.1,113.4,-7.0,-7.0,0.586,1.57,15.9,0.344,0.702,0.515,0.142,0.488,0.534,100.3,100.08,83.4,1005,0.465,449,502,4234,2049,564,2861,2896,3001,3463,2825,3588,1344,2043,1590,2362,3709,3552,3613,2885,1438830,2025-26,2
Lineups,-1629012-1642883-,C. Sexton - S. James,1610612766,CHA,42,20,22,0.476,480.0,112.1,111.9,110.7,107.4,1.3,4.5,0.626,1.43,17.9,0.344,0.722,0.546,0.176,0.559,0.599,99.6,101.23,84.36,1001,0.519,449,631,4385,2545,563,1859,1733,1547,2579,3279,2293,1353,1388,740,3854,1428,1240,3174,1638,1440985,2025-26,2
